@relation kaggle

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric

@data
0.006853,-0.055704,0.335206,1.778897,0.261718,0.024215,-0.195078,0.992534,0.687713,0.264635
0.167323,0.690159,-0.08445,-0.009059,0.261718,-0.349509,0.371178,-0.043452,-0.216549,-0.397602
0.15498,0.336855,0.068476,0.021525,0.261718,-0.391033,0.295677,-0.023028,0.18881,-0.388391
0.019197,-0.087108,0.292529,0.240776,0.17234,0.14879,-2.422353,-0.117192,-0.372457,-1.766691
0.290762,-0.181323,0.441898,-1.339925,0.261718,-1.013906,0.182426,-0.548544,-1.214356,-0.898842
0.117948,0.289748,0.392108,-1.747095,0.261718,0.231839,0.52218,1.316888,-0.216549,0.03736
-0.252367,-0.401156,0.466793,0.631147,0.261718,0.813187,-0.119577,0.045567,0.781258,0.929801
0.31545,-0.236281,0.37077,0.812174,0.261718,-0.391033,-0.044076,0.975953,0.219991,-0.210012
-0.351118,0.014957,0.214288,0.736624,0.17234,-0.391033,0.031425,1.467649,1.093072,-0.286309
0.759828,-0.134216,0.114709,-0.542563,0.797987,-1.096956,-1.818346,0.4583,2.277968,0.187795
-0.128929,-0.511072,0.342319,0.170775,0.261718,1.934358,0.220177,-0.378,-0.247731,1.787138
-0.425181,-0.220579,0.306755,0.496637,0.261718,-1.138481,0.144676,0.988185,0.375899,-0.989183
0.056229,0.533135,0.185837,0.882801,0.261718,0.314889,0.144676,0.950908,-0.154186,0.336507
-0.054866,0.580242,0.032912,-0.016668,0.261718,0.564038,0.673182,-0.336586,0.064084,0.242912
-0.215336,0.776522,0.502357,-1.289141,-0.721442,0.107265,0.182426,-0.373262,0.126447,0.108593
0.043885,-0.173471,0.285416,-0.775121,0.17234,-0.01731,-0.006326,-1.357759,-1.49499,0.112885
-0.017834,-0.330495,0.488131,-0.183313,0.17234,-1.263055,0.333428,-1.466175,-0.87136,-1.191384
0.290762,0.156278,0.136047,1.401386,0.082961,0.14879,-0.081827,0.929357,0.251173,0.317593
-0.153617,-0.22843,0.488131,0.580183,0.261718,1.062336,0.371178,-0.25741,-0.777816,0.8963
-0.06721,-0.275537,0.253409,0.371526,-1.078955,0.439463,-0.232828,-0.33579,0.344717,0.693628
-0.277055,0.038511,0.42056,3.987152,0.17234,1.26996,0.106925,1.972158,2.371513,1.211059
1.772024,0.014957,0.335206,-0.08619,-2.687761,-0.432558,0.333428,1.226801,-1.744441,-0.449017
-0.042522,-0.236281,-3.210528,-0.272051,0.261718,2.55723,0.597681,-0.908719,-0.278912,2.035883
0.562327,0.046362,0.210732,-1.052078,0.976743,-0.723232,-1.440842,-0.309599,0.874802,0.308865
-0.252367,0.069915,0.246296,0.52355,0.261718,-0.432558,0.182426,1.130326,0.562987,-0.391068
-0.215336,0.281897,0.107596,0.73922,0.082961,0.937762,-2.611104,-0.05947,0.750076,-1.227007
-0.22768,0.446772,0.534365,0.177429,0.17234,0.024215,0.182426,0.066439,0.687713,0.055274
-0.437525,-0.471816,0.463236,-0.545248,0.261718,0.688613,0.748682,-1.891722,-0.123005,0.312832
0.599358,-0.377602,0.242739,-0.151028,0.976743,-0.01731,-1.214339,0.319732,0.999528,0.870381
0.31545,-0.047852,0.14316,-0.574788,0.261718,0.688613,0.52218,-0.378349,0.001721,0.442967
0.266074,0.164129,0.118265,0.320234,0.261718,-0.598658,-0.044076,-0.258187,-0.87136,-0.401773
0.179667,-0.330495,0.530808,-0.314183,0.082961,1.020811,0.597681,-0.157285,-0.216549,0.688843
-0.017834,-0.354049,0.42056,-0.176032,0.261718,0.273364,1.050686,-0.245275,-0.247731,-0.201139
0.068573,-0.267686,0.33165,-0.197963,-2.062114,-1.055431,0.031425,0.58617,-2.742249,-0.862954
1.37702,-0.063555,0.349432,0.40572,0.17234,-0.01731,0.597681,0.330896,-0.123005,-0.217449
0.179667,0.258344,0.189393,-0.133304,0.17234,-0.681707,0.484429,0.545553,-0.123005,-0.751528
-0.301743,0.171981,0.285416,0.684706,0.17234,2.058932,0.748682,1.894535,2.215605,1.509352
0.266074,0.211237,0.114709,0.937882,0.261718,0.439463,0.106925,1.439457,0.62535,0.460145
0.512951,-0.071406,-3.210528,0.755482,0.976743,0.06574,-1.742845,1.098465,1.093072,1.363713
-0.104241,0.022808,0.377883,1.279945,0.17234,1.560634,-0.119577,0.679092,2.215605,1.739532
0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.681707,-0.799085,-0.239509,1.436069,-0.050776
-0.32643,-0.652394,0.384996,-1.694222,-0.185173,-0.806282,1.503691,-2.312512,-1.49499,-1.30129
-0.314087,-0.024299,-1.681275,0.307284,0.261718,-0.183409,0.257927,0.732678,0.843621,-0.19645
0.080916,0.10132,0.10404,0.14049,0.261718,-0.307984,0.371178,-0.018348,-0.310094,-0.357687
-0.104241,-0.079257,0.011573,0.220903,0.261718,0.314889,0.371178,0.180057,0.375899,0.202141
-0.437525,0.423218,0.388552,0.620852,0.17234,-0.10036,0.220177,1.321878,0.968347,-0.093752
5.759087,-0.236281,0.377883,-2.104317,-1.79398,-1.346105,-2.988609,-1.344071,-2.711067,-2.588417
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.474083,0.52218,0.580481,0.968347,-0.594498
-0.141273,0.729415,0.079145,0.151709,0.261718,-0.183409,0.408929,0.380541,0.064084,-0.254905
-0.128929,-0.040001,0.057807,0.557894,0.261718,-1.22153,0.786433,0.68249,0.656532,-1.345581
0.31545,0.117022,0.178724,-1.517104,-1.347089,-1.055431,-2.799857,1.025754,-2.305708,-2.233562
0.15498,-0.385453,0.381439,0.314237,0.261718,-0.10036,0.106925,0.24906,-0.278912,-0.026291
-0.22768,-0.251983,0.449011,-1.268911,0.261718,-0.681707,0.635431,0.46063,-0.87136,-0.81401
0.241386,-0.322644,0.310311,0.49055,0.261718,0.522513,0.257927,-0.190194,-0.154186,0.448114
0.15498,0.595945,0.036468,-0.126143,0.261718,0.231839,0.52218,0.358524,-0.060642,0.046329
0.130292,-0.314793,0.417003,1.051058,0.082961,0.730137,0.371178,0.632068,0.531806,0.56623
-0.338774,-0.09496,0.527252,1.857252,-1.257711,2.266557,0.635431,-1.261187,-2.33689,1.811368
0.068573,-0.197025,0.032912,0.615571,0.082961,-0.01731,0.182426,0.744891,0.282354,0.024931
-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.681707,-0.081827,0.429526,0.157628,-0.457998
0.229043,0.242641,0.089814,0.12023,0.261718,-0.764757,0.484429,0.865615,0.219991,-0.807476
-0.881904,-1.947839,0.217845,2.046336,0.17234,1.519109,1.352689,-0.082419,1.872609,0.678138
0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.183409,-0.006326,0.004076,-0.43482,-0.037455
0.019197,0.289748,-0.116457,1.524856,-0.542686,0.314889,0.52218,1.381774,0.064084,0.109486
0.229043,-0.354049,0.182281,0.210878,0.261718,0.605563,0.295677,-0.407181,-0.684271,0.504592
-0.215336,-0.142067,0.096927,-0.184417,0.261718,-1.263055,0.144676,-2.579706,-2.087438,-1.101669
-0.22768,0.289748,0.132491,-0.234783,0.261718,1.311485,0.333428,-1.286931,-0.43482,1.110519
0.241386,-0.43256,0.349432,-1.029281,0.261718,-0.391033,-0.081827,0.267097,0.032902,-0.195051
-0.042522,0.187683,0.224957,0.290963,0.261718,-0.224934,-0.34608,-0.651659,-0.372457,0.110293
0.142636,-0.448263,0.438342,0.978909,0.261718,-0.266459,0.182426,0.970653,-0.123005,-0.191724
5.759087,-0.236281,0.377883,-2.104317,-1.79398,-0.307984,1.956696,-1.583133,-1.682078,-1.084864
0.043885,-0.079257,0.061363,0.565085,0.261718,0.480988,0.371178,0.188329,-0.091823,0.347429
0.105604,-0.251983,0.466793,0.287084,0.261718,-0.266459,-0.044076,-0.154975,-0.684271,-0.087556
-3.498799,-0.22843,-3.210528,-0.316957,-4.922215,0.190314,0.144676,0.630806,0.40708,0.211701
-0.104241,-0.338346,0.384996,-0.096275,0.261718,-0.01731,0.295677,-0.035667,0.968347,-0.025171
0.167323,0.690159,-0.08445,-0.009059,0.261718,-0.432558,0.484429,-0.0837,-0.497183,-0.527014
2.105308,-0.079257,0.239183,-1.152363,-0.989576,-2.840999,-6.348396,-3.013815,-2.835793,-5.079477
-0.22768,-0.110662,0.196506,1.060099,0.261718,-0.224934,0.710932,0.763549,1.155435,-0.451247
0.09326,-1.680899,0.356544,0.180532,0.17234,0.439463,0.446679,-0.161168,0.219991,0.260223
0.438888,0.195534,0.14316,-0.809435,0.261718,-1.138481,0.220177,-0.390018,0.001721,-1.029411
-0.00549,-0.071406,0.352988,-0.206676,0.261718,-1.263055,0.031425,0.192464,0.812439,-1.043226
0.130292,-0.071406,0.214288,0.915742,0.261718,0.231839,-0.195078,0.161807,-0.310094,0.434046
0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.771662,0.220177,1.513372,0.905984,0.704406
0.389513,0.556689,0.431229,-1.955514,0.082961,-0.557133,-3.215111,-1.271225,-1.214356,-1.635519
-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,-0.058835,-0.34608,0.538932,0.18881,0.274604
0.229043,-0.354049,0.182281,0.210878,0.261718,1.311485,0.55993,-0.152159,0.344717,0.969089
0.488263,-0.49537,0.111153,0.334258,0.976743,-1.22153,-1.554093,0.30286,1.529613,-0.139682
0.019197,-0.338346,-0.358293,-0.113223,0.17234,-1.38763,-0.044076,0.357922,-3.147608,-1.128564
0.056229,0.054213,0.392108,-0.02896,0.261718,-1.346105,0.069175,0.615778,0.843621,-1.140427
-0.178304,0.902141,-0.041773,0.593103,0.261718,-0.224934,0.106925,0.407994,-0.091823,-0.142937
-0.00549,0.760819,-0.095119,-0.016936,0.261718,-0.01731,-0.006326,-1.47365,-0.840179,0.077009
0.229043,0.242641,0.089814,0.12023,0.261718,-0.598658,0.371178,0.367183,0.001721,-0.616378
0.142636,-0.377602,0.328093,-0.039583,0.261718,0.273364,-0.232828,0.032967,-0.341275,0.509728
-0.252367,0.069915,0.246296,0.52355,0.261718,-0.307984,-0.081827,0.464396,0.531806,-0.115934
-3.498799,0.195534,0.221401,-0.256595,-4.922215,-0.640182,0.408929,0.672646,-2.056256,-0.672242
0.142636,-0.244132,-3.206971,0.165524,0.887365,-0.141884,-0.723584,0.615118,1.46725,0.456745
-3.498799,0.164129,0.715741,-0.378514,-4.922215,-2.467276,0.597681,0.32911,-3.365878,-2.362046
0.994361,-0.008597,-0.148465,0.826884,0.261718,0.06574,0.182426,0.674704,-0.029461,0.073501
0.772172,0.030659,0.075589,0.371824,0.976743,-1.138481,-1.025587,1.191425,1.591976,-0.368705
0.105604,0.203385,-0.023991,0.995678,0.261718,0.397939,0.220177,-0.418384,-0.65309,0.362463
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.764757,0.106925,0.734096,0.282354,-0.623696
-0.215336,-1.296191,0.491688,1.050073,0.61923,-0.058835,-1.28984,-0.165614,1.311343,0.906318
-0.338774,-0.314793,0.449011,1.243006,0.797987,-0.349509,-1.28984,1.597945,2.465057,0.641334
-0.215336,-0.102811,0.360101,0.941284,0.17234,-1.013906,0.446679,2.030094,1.155435,-1.023697
0.117948,0.556689,-0.009765,-0.57261,0.261718,-1.096956,-0.044076,-0.087894,0.126447,-0.856444
0.006853,0.407516,0.274747,-0.083803,0.261718,-0.391033,0.748682,0.123772,0.438262,-0.630242
0.179667,-0.291239,0.228514,1.550427,0.17234,0.397939,0.220177,1.373387,0.718895,0.380943
0.09326,0.329004,0.271191,-0.813522,0.17234,0.730137,0.144676,-0.341498,-0.684271,0.716304
-0.16596,-0.267686,0.256965,0.051662,0.261718,0.107265,1.352689,-0.175963,-0.185368,-0.486279
0.229043,-0.016448,0.317424,-0.526838,0.261718,-0.474083,0.333428,-0.716527,0.001721,-0.478696
0.068573,-0.016448,0.274747,-0.03633,0.261718,-0.307984,0.408929,0.35004,0.843621,-0.350937
-0.06721,-0.197025,0.299642,-1.66337,0.261718,-0.764757,0.144676,-2.401609,-2.025075,-0.649481
0.031541,0.171981,0.253409,-0.862994,0.17234,-1.263055,0.182426,-0.466728,0.219991,-1.127335
9.943651,-0.220579,-0.048886,-0.675372,-3.045274,-1.013906,-1.705095,0.615953,1.747883,0.225745
0.241386,0.23479,0.310311,-1.710992,0.261718,-1.719828,0.031425,-2.169964,-1.71326,-1.468182
0.068573,0.148427,0.111153,0.179577,0.261718,0.024215,0.106925,0.024094,0.001721,0.072657
0.944986,0.132725,0.136047,0.564936,0.17234,-0.10036,0.597681,0.680994,-0.247731,-0.29453
0.15498,-0.189174,0.246296,-1.223587,0.082961,-0.681707,0.220177,0.289638,-0.372457,-0.632424
0.080916,-0.291239,0.356544,0.226662,0.261718,-0.349509,0.333428,0.374212,0.126447,-0.387681
0.426544,0.588093,0.160942,-0.889699,0.261718,0.314889,0.144676,1.006028,-0.278912,0.323946
0.080916,-0.244132,0.45968,0.426726,0.261718,-0.349509,0.182426,-0.247178,-0.341275,-0.297255
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.640182,0.446679,0.131169,1.342524,-0.693543
0.15498,0.595945,0.036468,-0.126143,0.261718,1.103861,0.748682,-0.532002,-0.029461,0.671472
0.15498,-0.471816,0.50947,1.205082,0.261718,0.937762,0.55993,1.076758,0.438262,0.631195
0.056229,0.281897,-0.091562,-0.919149,-0.185173,0.314889,0.408929,1.456116,0.18881,0.175668
-0.054866,0.226939,0.32098,-0.905841,0.261718,0.14879,0.861934,-0.743475,0.157628,-0.213459
-0.104241,-0.338346,0.384996,-0.096275,0.261718,0.14879,0.824183,-0.105232,0.781258,-0.176462
0.006853,0.164129,0.125378,0.58451,0.261718,-0.847807,0.333428,0.370387,-0.185368,-0.815637
0.290762,0.077766,0.118265,0.275805,0.261718,-0.432558,0.031425,0.676859,-0.091823,-0.293988
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.474083,0.408929,0.230208,-0.060642,-0.524579
0.216699,-0.424709,0.306755,-0.043283,0.261718,-0.474083,0.484429,-0.225976,-0.996086,-0.549388
0.130292,-0.463965,0.338762,0.26578,0.261718,-0.557133,0.069175,0.586577,0.251173,-0.425823
4.462983,-0.181323,0.306755,-2.963951,0.261718,-0.01731,0.182426,0.844919,0.157628,0.007017
0.364825,0.289748,0.235627,-0.32379,0.17234,-0.266459,-0.081827,0.541262,0.18881,-0.076429
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.141884,0.333428,-0.362273,-0.060642,-0.175558
0.068573,0.007106,0.288973,0.592954,0.261718,-0.640182,-0.081827,0.464727,0.531806,-0.412237
9.52396,-0.181323,0.068476,-2.809808,-2.777139,-1.470679,-2.422353,0.95846,-3.771237,-2.80735
1.019049,0.211237,-0.155578,-0.311855,0.261718,0.480988,0.52218,0.159283,-0.123005,0.260259
-3.498799,-0.566031,0.139604,-5.440122,0.976743,-1.802878,-1.554093,-1.913642,0.843621,-0.750708
-0.289399,-0.424709,0.107596,0.666147,0.17234,-0.764757,0.182426,1.28926,0.594169,-0.672687
0.47592,-0.338346,0.047137,-0.000972,0.976743,-0.01731,-0.874585,-0.817389,0.812439,0.656716
0.15498,-0.330495,0.299642,-0.333637,0.082961,1.145386,0.635431,-0.621275,-0.715453,0.784694
0.080916,-0.291239,0.356544,0.226662,0.261718,0.06574,0.069175,0.467347,0.157628,0.171606
0.019197,-0.040001,0.288973,-0.042597,0.261718,0.14879,0.333428,-0.303949,-0.808997,0.0576
0.377169,0.014957,0.381439,0.292753,0.261718,0.06574,0.446679,-0.392969,0.157628,-0.070462
0.117948,0.069915,0.338762,-1.296004,0.261718,-1.263055,0.333428,-1.254974,0.500624,-1.192734
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.349509,0.333428,1.607945,1.186617,-0.368838
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.439463,0.597681,0.695712,0.064084,0.179694
-0.437525,0.423218,0.388552,0.620852,0.17234,0.107265,0.295677,1.897021,1.03071,0.085122
0.080916,-0.126364,0.360101,-0.587947,0.261718,-0.058835,0.106925,1.266583,0.469443,0.006463
-0.672058,-0.613138,0.360101,0.373406,0.17234,0.024215,0.257927,-0.684918,0.500624,-0.001602
0.019197,-0.338346,-0.358293,-0.113223,0.17234,-1.802878,-11.935457,-1.657552,-3.740056,-6.719324
-0.079554,-0.173471,0.367214,0.324501,0.261718,0.605563,-0.232828,-0.400308,-0.278912,0.816687
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,-0.307984,0.484429,0.340506,0.157628,-0.415334
0.204355,-0.134216,0.043581,-0.654873,0.261718,-0.391033,0.182426,-0.451681,0.531806,-0.33049
-0.017834,-0.440412,0.267634,1.39515,0.261718,-0.058835,1.050686,0.85917,0.687713,-0.481493
0.080916,-0.071406,0.160942,1.225521,0.17234,-0.141884,0.031425,0.028676,-0.372457,-0.028799
0.562327,-0.29909,0.068476,-0.58926,0.976743,-1.30458,-0.572582,-0.610421,0.531806,-0.787416
0.451232,-0.267686,0.335206,-0.831336,0.261718,1.35301,1.201687,0.087932,0.18881,0.624601
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.688613,0.220177,1.009154,-0.029461,0.620213
0.907954,1.467426,0.37077,-1.242027,0.708609,-1.636779,-0.106993,-2.391338,-1.162387,-1.31795
0.241386,0.203385,0.125378,-1.422726,-1.347089,1.186911,0.069175,0.935958,0.032902,1.165997
0.389513,0.462474,0.136047,0.011679,-0.900198,-0.01731,0.106925,1.383075,0.001721,0.046702
0.056229,-0.291239,0.239183,0.767954,0.17234,-0.307984,0.786433,0.410713,0.344717,-0.562467
0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.522513,0.446679,-0.116319,-0.154186,0.337605
0.105604,0.721563,0.086258,0.505409,0.261718,0.397939,0.182426,0.721068,-0.060642,0.378556
-0.301743,-0.055704,0.210732,-0.147477,0.261718,0.937762,0.371178,-0.524935,0.500624,0.752916
-0.38815,0.321153,0.107596,0.886232,0.351096,1.228436,0.484429,-0.512024,-0.840179,0.935069
0.043885,0.407516,0.047137,0.460921,0.261718,-0.349509,0.069175,0.733164,0.001721,-0.245177
0.130292,-0.275537,0.274747,-0.574878,0.261718,-0.349509,0.408929,-2.205475,-2.243345,-0.413562
0.117948,-0.291239,0.306755,0.255993,0.17234,-0.10036,0.220177,0.316606,-0.216549,-0.093053
0.599358,-0.377602,0.242739,-0.151028,0.976743,-0.930856,-1.365341,1.785246,1.903791,0.083868
-0.042522,0.407516,-3.210528,-0.636404,0.261718,-0.058835,0.786433,0.18431,-0.185368,-0.349863
0.105604,-0.149918,0.438342,0.934659,0.261718,0.854712,0.597681,0.2617,0.032902,0.560565
0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.681707,-1.214339,-0.940949,0.968347,0.207023
0.426544,7.293004,0.19295,-1.533156,-0.989576,-1.719828,0.55993,-2.936484,-2.55516,-1.69741
-0.314087,-2.426761,-0.006209,-0.194681,0.261718,1.519109,0.182426,-0.651757,0.032902,1.391055
-0.32643,0.093469,-3.210528,0.668414,-0.095795,1.975883,0.333428,0.528137,1.623157,1.700389
-0.128929,0.211237,0.075589,0.526356,0.261718,0.231839,-0.459331,-0.575163,-1.151994,0.619297
0.426544,7.293004,0.19295,-1.533156,-0.989576,-1.512204,0.295677,-2.632827,-1.837986,-1.389558
-0.116585,0.305451,0.036468,-0.41038,0.261718,-0.640182,0.106925,0.372231,0.750076,-0.496213
-0.128929,0.022808,0.19295,0.837775,0.261718,1.145386,0.371178,-1.119046,-0.964905,0.956394
0.080916,0.062064,0.203619,0.577021,0.261718,-0.266459,0.371178,0.930308,0.905984,-0.328646
-0.289399,0.093469,0.402778,-0.087353,-1.436467,0.06574,0.484429,0.579103,0.313536,-0.072945
-0.215336,0.360409,0.096927,0.286189,0.17234,-0.058835,0.295677,0.2185,0.40708,-0.096862
-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,0.937762,0.106925,-0.523926,-0.060642,0.935454
0.006853,0.462474,-0.016878,0.649795,-1.347089,0.273364,0.031425,0.353243,0.157628,0.359231
0.192011,0.509582,0.079145,1.072093,0.261718,0.107265,-0.081827,1.075263,0.40708,0.283441
0.192011,0.226939,0.118265,-0.472443,0.17234,-0.930856,0.069175,0.393006,-0.372457,-0.758002
-0.338774,-0.314793,0.449011,1.243006,0.797987,0.688613,-1.403091,1.469473,1.716702,1.817927
0.130292,-0.126364,0.271191,0.816262,0.261718,0.14879,0.257927,1.180669,0.18881,0.12019
0.142636,-0.330495,0.299642,0.418282,0.17234,-0.391033,0.257927,0.467755,0.313536,-0.376843
0.648733,-0.197025,0.029355,0.335213,-0.185173,-2.052027,-1.214339,-2.597083,-1.214356,-1.138341
-0.042522,-0.236281,-3.210528,-0.272051,0.261718,0.647088,0.106925,0.57221,0.438262,0.642141
-0.042522,0.140576,0.089814,0.07231,0.261718,1.145386,0.55993,-0.935804,-0.403638,0.810504
-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.01731,0.295677,-0.022329,0.469443,-0.063277
-0.06721,0.462474,0.10404,0.463129,0.261718,0.564038,0.220177,0.269252,-0.060642,0.51537
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.764757,0.408929,-0.242694,0.282354,-0.782233
-0.338774,-0.267686,0.441898,0.616019,0.440474,0.397939,-0.836835,0.115812,1.903791,1.053426
0.105604,0.203385,-0.023991,0.995678,0.261718,-0.681707,0.031425,-0.949356,-1.619716,-0.518635
0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.266459,0.144676,0.179533,0.500624,-0.202417
0.377169,0.179832,0.064919,-1.533962,0.261718,-1.096956,0.333428,-2.130201,-2.274526,-1.031955
-0.042522,0.187683,0.224957,0.290963,0.261718,-0.266459,-0.119577,0.725029,0.594169,-0.044989
-3.43708,-0.024299,5.196809,-1.63562,-3.313408,-0.764757,2.598453,2.764326,-3.365878,-1.305076
0.698109,-0.369751,0.185837,-0.92264,0.976743,-1.553729,-1.32759,-1.817263,-1.557353,-0.601815
0.117948,0.266195,0.043581,-0.590035,0.17234,1.519109,1.654692,-1.463379,-0.87136,0.513754
0.31545,-0.047852,0.14316,-0.574788,0.261718,0.107265,0.748682,0.156565,0.032902,-0.185901
0.043885,-0.157769,0.328093,0.552225,0.261718,0.937762,0.371178,0.591295,-0.154186,0.748419
0.266074,0.211237,0.114709,0.937882,0.261718,1.560634,0.295677,0.007533,-0.278912,1.354033
0.204355,0.360409,0.139604,0.299019,-0.095795,2.141982,0.710932,-1.136773,-0.65309,1.605636
0.130292,-0.463965,0.338762,0.26578,0.261718,1.975883,1.012935,-0.981333,-0.559546,1.26386
-0.042522,0.187683,0.224957,0.290963,0.261718,0.896237,0.295677,0.335109,0.032902,0.74948
0.25373,0.219088,0.14316,0.720541,0.261718,-0.058835,0.144676,0.296666,-0.091823,-0.003025
0.179667,0.258344,0.189393,-0.133304,0.17234,-0.349509,0.408929,0.46793,0.562987,-0.417216
0.229043,-0.22843,0.324537,-0.869141,0.261718,-0.972381,0.106925,-0.408171,0.095265,-0.825438
0.266074,-0.16562,0.32098,0.483299,0.17234,0.937762,0.182426,0.664006,-0.091823,0.866523
-0.00549,-0.204876,0.32098,-0.694588,0.261718,0.14879,-0.38383,-0.319151,-0.029461,0.539022
-0.277055,-0.251983,-3.203415,1.957926,0.261718,2.432656,0.333428,1.144227,1.404887,2.283833
0.25373,-0.338346,0.352988,-1.154243,0.17234,-0.515608,0.333428,-0.175089,-0.65309,-0.526157
0.043885,0.69801,0.022242,0.912997,0.261718,0.273364,0.220177,1.237596,-0.060642,0.234847
0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.557133,0.295677,0.536718,0.282354,-0.537043
-0.06721,0.462474,0.10404,0.463129,0.261718,0.397939,0.106925,-0.331927,-0.060642,0.422641
0.167323,0.313302,0.168055,-0.383198,0.261718,0.14879,0.408929,0.40182,-0.247731,0.041133
-0.104241,-0.456114,0.484575,0.143802,0.261718,-0.806282,-0.119577,1.162905,0.219991,-0.554765
-0.32643,0.093469,-3.210528,0.668414,-0.095795,1.643684,-0.232828,0.960013,1.903791,1.805365
-0.042522,0.10132,0.288973,0.722153,0.261718,0.397939,-0.34608,0.624593,0.781258,0.735713
-0.338774,-0.22843,0.584154,2.123586,0.261718,0.771662,-0.044076,1.253652,1.997335,0.883823
0.327793,-0.142067,0.481018,-2.171392,0.261718,-0.432558,0.52218,-1.327762,-1.089631,-0.548845
0.25373,-2.426761,0.352988,-0.05119,-0.095795,0.107265,-2.837607,-0.56295,-0.341275,-1.613458
-0.042522,-0.189174,0.33165,-0.664392,0.261718,0.467147,0.698348,-1.251149,-0.16458,0.178152
0.130292,-0.024299,0.246296,0.121006,0.082961,-2.965574,-0.308329,-2.343673,-0.964905,-2.480186
